,Pokemon1,Pokemon2,HP1,Attack1,Defense1,Sp.Atk1,Sp.Def1,Speed1,HP2,Attack2,Defense2,Sp.Atk2,Sp.Def2,Speed2,Winner,Winner_Encode
31991,796,697,50,100,150,100,150,50,92,105,90,125,90,98,697,1
31992,386,548,44,75,35,63,33,45,80,80,80,80,80,80,548,1
31993,401,741,110,80,90,95,90,65,66,65,48,62,57,52,401,0
31994,691,438,70,55,75,45,65,60,76,104,71,104,71,108,438,1
31995,677,564,70,50,30,95,135,105,45,55,39,35,39,42,677,0
31996,598,129,105,95,75,85,75,74,80,92,65,65,80,68,598,0
31997,184,51,85,90,80,70,80,130,75,80,85,110,90,50,184,0
31998,293,295,60,50,70,50,90,65,60,50,50,60,70,50,293,0
31999,125,417,105,125,100,60,100,100,80,75,150,75,150,50,125,0
32000,259,169,45,63,37,65,55,95,80,82,100,83,100,80,259,0
32001,408,471,65,95,100,60,50,50,111,83,68,92,82,39,408,0
32002,461,480,60,69,95,69,95,36,49,55,42,42,37,85,480,1
32003,447,152,37,25,41,25,41,25,30,80,90,55,45,55,152,1
32004,44,409,73,76,75,81,100,100,95,135,80,110,80,100,409,1
32005,21,182,40,45,40,35,35,56,40,60,40,40,40,30,21,0
32006,53,306,60,95,80,60,80,30,68,65,65,125,115,80,306,1
32007,491,374,50,92,108,92,108,35,43,80,65,50,35,35,374,1
32008,449,391,45,65,34,40,34,45,99,68,83,72,87,51,391,1
32009,706,231,79,105,70,145,80,101,20,10,230,10,230,5,706,0
32010,764,69,71,73,88,120,89,59,25,20,15,105,55,90,764,0
32011,329,348,50,85,85,55,55,50,45,90,20,65,20,65,348,1
32012,441,341,84,86,88,111,101,60,60,50,40,85,75,95,341,1
32013,678,799,50,40,85,40,65,25,80,160,60,170,130,80,799,1
32014,679,416,80,70,40,100,60,145,80,50,100,100,200,50,679,0
32015,610,698,70,60,75,110,75,90,55,85,55,50,55,60,610,0
32016,736,667,62,50,58,73,54,72,55,55,55,85,55,30,736,0
32017,597,451,75,65,55,65,55,69,80,120,79,95,79,70,451,1
32018,241,283,55,55,85,65,85,35,100,110,90,85,90,60,283,1
32019,748,592,74,48,76,83,81,104,103,60,126,80,126,50,748,0
32020,682,555,65,125,60,95,60,105,45,45,55,45,55,63,682,0
32021,515,783,110,85,95,80,95,50,54,66,70,44,55,46,783,1
32022,596,589,50,50,40,50,40,64,60,85,40,30,45,68,589,1
32023,567,312,65,80,65,35,65,60,60,60,60,35,35,30,567,0
32024,584,191,55,75,85,25,25,15,55,40,85,80,105,40,191,1
32025,542,142,90,120,100,150,120,100,95,155,109,70,130,81,542,0
32026,772,217,78,92,75,74,63,118,48,72,48,72,48,48,772,0
32027,699,625,85,60,65,135,105,100,58,50,145,95,105,30,699,0
32028,444,724,85,120,70,50,60,100,75,69,72,114,100,104,724,1
32029,379,793,86,81,97,81,107,43,126,131,95,131,98,99,793,1
32030,292,481,50,35,55,25,25,15,71,82,64,64,59,112,481,1
32031,732,501,78,81,71,74,69,126,108,112,118,68,72,47,501,1
32032,30,767,60,85,69,65,79,80,58,89,77,45,45,48,30,0
32033,670,319,60,40,60,95,60,55,84,71,43,71,43,48,319,1
32034,711,264,125,130,90,130,90,95,115,115,85,90,75,100,264,1
32035,752,316,60,50,150,50,150,60,61,90,45,50,50,160,316,1
32036,739,143,54,45,47,75,98,52,130,85,80,85,95,60,143,1
32037,247,374,45,60,30,80,50,65,43,80,65,50,35,35,247,0
32038,168,369,60,62,80,63,80,60,73,100,60,100,60,65,369,1
32039,230,180,70,150,140,65,100,75,40,20,30,40,80,55,230,0
32040,275,69,70,85,65,105,85,120,25,20,15,105,55,90,275,0
32041,352,208,170,90,45,90,45,60,75,75,55,105,85,30,352,0
32042,241,91,55,55,85,65,85,35,52,65,55,58,62,60,91,1
32043,170,740,39,52,43,60,50,65,78,65,68,112,154,75,740,1
32044,474,433,150,80,44,90,54,80,55,68,64,45,55,31,474,0
32045,528,215,68,165,95,65,115,110,95,75,80,100,110,30,528,0
32046,729,125,85,56,77,50,77,78,105,125,100,60,100,100,125,1
32047,691,654,70,55,75,45,65,60,55,40,50,65,85,40,691,0
32048,445,283,59,45,40,35,40,31,100,110,90,85,90,60,283,1
32049,6,215,58,64,58,80,65,80,95,75,80,100,110,30,215,1
32050,56,57,10,55,25,35,45,95,35,80,50,50,70,120,57,1
32051,146,191,130,65,60,110,95,65,55,40,85,80,105,40,146,0
32052,450,35,60,85,49,60,49,60,55,47,52,40,40,41,450,0
32053,680,318,109,66,84,81,99,32,64,51,23,51,23,28,680,0
32054,770,587,123,77,72,99,92,58,55,45,43,55,43,72,587,1
32055,191,278,55,40,85,80,105,40,60,85,60,85,60,55,278,1
32056,259,14,45,63,37,65,55,95,45,30,35,20,20,45,259,0
32057,381,60,75,125,100,70,80,45,50,52,48,65,50,55,60,1
32058,276,485,70,110,75,145,85,145,57,24,86,24,86,23,276,0
32059,54,468,60,55,50,40,55,45,45,35,45,62,53,35,54,0
32060,549,788,100,100,100,100,100,100,85,100,122,58,75,54,549,0
32061,470,623,76,48,48,57,62,34,72,58,80,103,80,97,623,1
32062,634,238,55,50,40,40,40,75,50,50,120,80,80,30,634,0
32063,266,789,50,64,50,45,50,41,55,69,85,32,35,28,266,0
32064,799,44,80,160,60,170,130,80,73,76,75,81,100,100,44,1
32065,62,61,40,80,35,35,45,70,80,82,78,95,80,85,61,1
32066,361,455,50,70,50,50,50,70,97,165,60,65,50,58,361,0
32067,573,72,50,53,48,53,48,64,55,50,65,175,95,150,72,1
32068,11,755,59,63,80,65,80,58,62,48,66,59,57,49,11,0
32069,750,562,59,110,150,45,49,35,75,75,60,83,60,60,562,1
32070,98,648,30,65,100,45,25,40,80,100,70,60,70,95,648,1
32071,708,453,100,150,120,120,100,90,60,70,65,125,105,90,453,1
32072,631,292,80,95,82,60,82,75,50,35,55,25,25,15,631,0
32073,436,586,44,58,44,58,44,61,85,135,130,60,80,25,586,1
32074,95,793,90,70,80,70,95,70,126,131,95,131,98,99,793,1
32075,683,543,77,120,90,60,90,48,91,90,106,130,106,77,543,1
32076,390,458,40,70,130,60,130,25,40,29,45,29,45,36,458,1
32077,564,572,45,55,39,35,39,42,75,98,63,98,63,101,572,1
32078,778,245,57,80,91,80,87,75,65,40,70,80,140,70,778,0
32079,427,651,105,180,100,180,100,115,70,135,105,60,105,20,427,0
32080,594,391,85,105,85,40,50,40,99,68,83,72,87,51,391,1
32081,689,401,70,83,50,37,50,60,110,80,90,95,90,65,401,1
32082,334,776,70,140,230,60,80,50,68,75,53,83,113,60,776,1
32083,456,677,30,42,118,42,88,30,70,50,30,95,135,105,677,1
32084,408,460,65,95,100,60,50,50,60,79,105,59,85,36,408,0
32085,310,296,60,40,60,40,60,35,80,70,70,90,100,70,296,1
32086,599,483,120,100,85,30,85,45,63,63,47,41,41,74,483,1
32087,458,60,40,29,45,29,45,36,50,52,48,65,50,55,60,1
32088,38,551,46,57,40,40,40,50,100,100,100,100,100,100,551,1
32089,132,499,40,45,65,100,120,90,70,145,88,140,70,112,499,1
32090,127,295,55,65,95,95,45,85,60,50,50,60,70,50,127,0
32091,208,644,75,75,55,105,85,30,36,50,50,65,60,44,644,1
32092,292,350,50,35,55,25,25,15,70,140,70,110,65,105,350,1
32093,774,105,50,50,150,50,150,50,60,48,45,43,90,42,774,0
32094,598,696,105,95,75,85,75,74,72,85,70,65,70,58,598,0
32095,256,28,35,35,35,35,35,35,65,90,65,61,61,100,28,1
32096,589,71,60,85,40,30,45,68,55,50,45,135,95,120,71,1
32097,177,69,85,76,64,45,55,90,25,20,15,105,55,90,69,1
32098,221,14,75,90,140,60,60,40,45,30,35,20,20,45,14,1
32099,127,715,55,65,95,95,45,85,91,72,90,129,90,108,715,1
32100,507,630,49,49,56,49,61,66,50,50,62,40,62,65,507,0
32101,495,169,108,170,115,120,95,92,80,82,100,83,100,80,495,0
32102,604,269,30,45,59,30,39,57,100,164,150,95,120,71,269,1
32103,468,643,45,35,45,62,53,35,75,87,63,87,63,98,643,1
32104,51,770,75,80,85,110,90,50,123,77,72,99,92,58,770,1
32105,478,572,60,60,60,105,105,105,75,98,63,98,63,101,478,0
32106,694,700,58,109,112,48,48,109,91,90,129,90,72,108,694,0
32107,560,526,110,123,65,100,65,65,85,80,70,135,75,90,526,1
32108,663,443,60,100,115,70,85,90,55,75,50,40,40,80,663,0
32109,653,788,114,85,70,85,80,30,85,100,122,58,75,54,788,1
32110,713,784,125,120,90,170,100,95,59,66,70,44,55,41,713,0
32111,41,352,70,45,48,60,65,35,170,90,45,90,45,60,352,1
32112,205,767,75,55,70,55,95,110,58,89,77,45,45,48,205,0
32113,592,226,103,60,126,80,126,50,60,80,50,40,40,30,592,0
32114,784,800,59,66,70,44,55,41,80,110,120,130,90,70,800,1
32115,216,383,60,60,60,85,85,85,95,60,79,100,125,81,216,0
32116,770,753,123,77,72,99,92,58,78,52,60,63,65,23,770,0
32117,279,186,80,120,70,110,70,80,125,58,58,76,76,67,279,0
32118,346,374,70,43,53,43,53,40,43,80,65,50,35,35,346,0
32119,470,220,76,48,48,57,62,34,50,65,90,35,35,15,470,0
32120,208,330,75,75,55,105,85,30,50,105,125,55,95,50,330,1
32121,198,738,75,80,95,90,100,50,44,38,39,61,79,42,198,0
32122,302,591,40,30,30,55,30,85,103,60,86,60,86,50,302,0
32123,239,732,50,50,40,30,30,50,78,81,71,74,69,126,732,1
32124,138,184,65,155,120,65,90,105,85,90,80,70,80,130,184,1
32125,605,330,40,55,99,40,79,47,50,105,125,55,95,50,330,1
32126,260,156,45,75,37,70,55,83,160,110,65,65,110,30,156,1
32127,119,407,65,90,120,85,70,60,45,75,60,40,30,50,119,0
32128,461,725,60,69,95,69,95,36,41,56,40,62,44,71,725,1
32129,31,272,35,55,40,50,50,90,100,100,100,100,100,100,272,1
32130,74,540,80,100,70,50,60,45,75,125,70,125,70,115,540,1
32131,728,425,38,36,38,32,36,57,100,180,160,150,90,90,425,1
32132,225,134,75,125,230,55,95,30,65,50,35,115,95,95,225,0
32133,717,300,100,128,90,77,77,128,40,55,30,30,30,85,717,0
32134,410,424,95,145,130,120,90,120,100,150,140,100,90,90,410,0
32135,94,560,65,45,55,45,70,45,110,123,65,100,65,65,560,1
32136,212,592,65,65,60,130,95,110,103,60,126,80,126,50,212,0
32137,519,512,75,95,67,125,95,83,90,132,105,132,105,30,519,0
32138,346,375,70,43,53,43,53,40,63,120,85,90,55,55,375,1
32139,251,91,90,60,60,40,40,40,52,65,55,58,62,60,91,1
32140,500,242,68,72,78,38,42,32,35,65,35,65,35,65,242,1
32141,493,679,68,90,65,50,55,82,80,70,40,100,60,145,679,1
32142,197,337,90,95,105,165,110,45,60,100,85,80,85,100,337,1
32143,95,409,90,70,80,70,95,70,95,135,80,110,80,100,409,1
32144,19,147,65,90,40,45,80,75,65,65,60,110,95,130,147,1
32145,628,309,55,112,45,74,45,70,70,60,62,80,82,60,628,0
32146,224,519,75,85,200,55,65,30,75,95,67,125,95,83,519,1
32147,734,139,45,22,60,27,30,29,75,100,95,40,70,110,139,1
32148,50,294,60,65,70,85,75,40,40,30,30,40,50,30,50,0
32149,738,403,44,38,39,61,79,42,55,104,105,94,75,52,403,1
32150,210,16,55,45,45,25,25,15,60,45,50,90,80,70,16,1
32151,132,131,40,45,65,100,120,90,60,75,85,100,85,115,131,1
32152,513,332,70,120,65,45,85,125,60,90,140,50,50,40,513,0
32153,612,313,50,72,35,35,35,65,80,80,80,55,55,90,313,1
32154,603,316,75,103,80,70,80,92,61,90,45,50,50,160,316,1
32155,776,561,68,75,53,83,113,60,55,55,45,63,45,45,776,0
32156,409,252,95,135,80,110,80,100,90,120,120,60,60,50,409,0
32157,475,481,55,66,44,44,56,85,71,82,64,64,59,112,481,1
32158,707,295,100,120,100,150,120,90,60,50,50,60,70,50,707,0
32159,488,150,20,25,45,70,90,60,35,40,100,90,55,35,488,0
32160,693,343,85,97,66,105,66,65,65,73,55,47,75,85,343,1
32161,358,471,80,45,65,90,110,80,111,83,68,92,82,39,358,0
32162,692,519,110,65,105,55,95,80,75,95,67,125,95,83,519,1
32163,268,667,100,134,110,95,100,61,55,55,55,85,55,30,268,0
32164,713,583,125,120,90,170,100,95,75,100,63,80,63,116,583,1
32165,133,148,70,110,80,55,80,105,65,130,60,95,110,65,133,0
32166,220,380,50,65,90,35,35,15,45,95,50,40,50,75,380,1
32167,623,420,72,58,80,103,80,97,80,90,80,130,110,110,420,1
32168,71,454,55,50,45,135,95,120,67,125,40,30,30,58,71,0
32169,476,641,65,76,84,54,96,105,110,65,75,125,85,30,476,0
32170,73,237,70,80,50,35,35,35,40,40,40,70,40,20,73,0
32171,779,304,43,70,48,50,60,38,28,25,25,45,35,40,304,1
32172,143,351,130,85,80,85,95,60,130,70,35,70,35,60,351,1
32173,214,636,60,85,42,85,42,91,45,30,50,55,65,45,214,0
32174,338,603,40,45,40,65,40,65,75,103,80,70,80,92,603,1
32175,40,163,81,102,77,85,75,85,106,110,90,154,90,130,163,1
32176,202,701,90,75,75,90,100,70,91,129,90,72,90,108,701,1
32177,317,610,1,90,45,30,30,40,70,60,75,110,75,90,610,1
32178,411,323,40,55,80,35,60,30,50,20,40,20,40,20,411,0
32179,555,212,45,45,55,45,55,63,65,65,60,130,95,110,212,1
32180,715,309,91,72,90,129,90,108,70,60,62,80,82,60,715,0
32181,711,647,125,130,90,130,90,95,60,60,50,40,50,75,711,0
32182,646,194,71,95,85,110,95,79,55,40,40,65,45,35,646,0
32183,491,100,50,92,108,92,108,35,30,35,30,100,35,80,491,0
32184,5,751,39,52,43,60,50,65,60,150,50,150,50,60,751,1
32185,440,704,64,66,68,81,76,50,79,100,80,110,90,121,704,1
32186,130,125,30,45,55,70,55,85,105,125,100,60,100,100,125,1
32187,543,362,91,90,106,130,106,77,80,100,80,80,80,100,362,1
32188,232,102,80,125,75,40,95,85,60,65,60,130,75,110,102,1
32189,609,140,45,35,50,70,50,30,20,10,55,15,20,80,609,0
32190,489,602,100,5,5,15,65,30,55,63,90,50,80,42,602,1
32191,103,176,60,65,80,170,95,130,35,46,34,35,45,20,176,1
32192,216,451,60,60,60,85,85,85,80,120,79,95,79,70,216,0
32193,765,521,44,38,33,61,43,70,86,76,86,116,56,95,521,1
32194,425,244,100,180,160,150,90,90,45,55,45,65,45,75,425,0
32195,121,83,105,130,120,45,45,40,80,120,130,55,65,45,83,1
32196,448,780,77,85,51,55,51,65,85,110,76,65,82,56,448,0
32197,274,306,50,65,45,85,65,95,68,65,65,125,115,80,274,0
32198,547,657,120,70,120,75,130,85,50,47,50,57,50,65,547,0
32199,360,303,45,100,45,45,45,10,60,50,100,85,70,65,303,1
32200,314,522,150,160,100,95,65,100,65,110,130,60,65,95,314,0
32201,607,145,40,27,60,37,50,66,55,55,50,45,65,55,607,0
32202,488,800,20,25,45,70,90,60,80,110,120,130,90,70,800,1
32203,720,364,61,78,95,56,58,57,70,115,60,115,60,55,720,0
32204,625,456,58,50,145,95,105,30,30,42,118,42,88,30,456,1
32205,583,451,75,100,63,80,63,116,80,120,79,95,79,70,583,0
32206,768,593,82,121,119,69,59,71,75,80,55,25,35,35,768,0
32207,521,374,86,76,86,116,56,95,43,80,65,50,35,35,521,0
32208,56,230,10,55,25,35,45,95,70,150,140,65,100,75,230,1
32209,745,415,75,80,60,65,90,102,80,100,200,50,100,50,745,0
32210,560,621,110,123,65,100,65,65,50,75,70,35,70,48,560,0
32211,648,394,80,100,70,60,70,95,65,150,60,115,60,115,394,1
32212,422,421,100,100,90,150,140,90,80,130,100,160,120,110,421,1
32213,45,220,115,45,20,45,25,20,50,65,90,35,35,15,45,0
32214,76,425,50,75,35,70,30,40,100,180,160,150,90,90,425,1
32215,632,129,40,65,40,80,40,65,80,92,65,65,80,68,129,1
32216,550,216,70,90,90,135,90,125,60,60,60,85,85,85,550,0
32217,163,357,106,110,90,154,90,130,60,25,35,70,80,60,163,0
32218,562,254,75,75,60,83,60,60,73,95,62,85,65,85,254,1
32219,543,490,91,90,106,130,106,77,76,65,45,92,42,91,490,1
32220,521,152,86,76,86,116,56,95,30,80,90,55,45,55,521,0
32221,132,464,40,45,65,100,120,90,70,80,102,80,102,40,464,1
32222,217,551,48,72,48,72,48,48,100,100,100,100,100,100,551,1
32223,352,93,170,90,45,90,45,60,60,110,70,60,60,100,93,1
32224,28,37,65,90,65,61,61,100,90,92,87,75,85,76,28,0
32225,44,279,73,76,75,81,100,100,80,120,70,110,70,80,44,0
32226,377,437,60,70,105,70,120,75,64,78,52,78,52,81,437,1
32227,393,470,65,130,60,75,60,75,76,48,48,57,62,34,393,0
32228,325,679,50,45,45,35,35,50,80,70,40,100,60,145,679,1
32229,232,783,80,125,75,40,95,85,54,66,70,44,55,46,232,0
32230,160,201,41,64,45,50,50,50,70,100,115,30,65,30,160,0
32231,528,158,68,165,95,65,115,110,90,90,85,125,90,100,528,0
32232,103,271,60,65,80,170,95,130,106,130,90,110,154,90,103,0
32233,370,462,70,55,65,95,85,70,70,94,50,94,50,66,370,0
32234,435,787,95,109,105,75,85,56,75,95,122,58,75,69,787,1
32235,147,332,65,65,60,110,95,130,60,90,140,50,50,40,147,0
32236,333,329,70,110,180,60,60,50,50,85,85,55,55,50,329,1
32237,642,491,62,44,50,44,50,55,50,92,108,92,108,35,642,0
32238,601,685,45,53,70,40,60,42,89,124,80,55,80,55,685,1
32239,750,684,59,110,150,45,49,35,59,74,50,35,50,35,684,1
32240,594,60,85,105,85,40,50,40,50,52,48,65,50,55,60,1
32241,284,720,100,150,110,95,110,70,61,78,95,56,58,57,284,0
32242,98,700,30,65,100,45,25,40,91,90,129,90,72,108,700,1
32243,631,59,80,95,82,60,82,75,65,70,60,65,65,115,59,1
32244,692,685,110,65,105,55,95,80,89,124,80,55,80,55,692,0
32245,740,592,78,65,68,112,154,75,103,60,126,80,126,50,740,0
32246,364,543,70,115,60,115,60,55,91,90,106,130,106,77,543,1
32247,695,386,52,65,50,45,50,38,44,75,35,63,33,45,386,1
32248,682,352,65,125,60,95,60,105,170,90,45,90,45,60,682,0
32249,521,71,86,76,86,116,56,95,55,50,45,135,95,120,71,1
32250,743,188,67,82,62,46,48,43,50,25,28,45,55,15,743,0
32251,215,198,95,75,80,100,110,30,75,80,95,90,100,50,198,1
32252,673,792,66,117,70,40,50,67,85,70,80,97,80,123,792,1
32253,255,786,55,20,35,20,45,75,55,85,122,58,75,99,786,1
32254,574,758,75,98,63,98,63,101,86,92,88,68,75,73,574,0
32255,75,216,90,130,80,65,85,55,60,60,60,85,85,85,216,1
32256,799,409,80,160,60,170,130,80,95,135,80,110,80,100,409,1
32257,314,674,150,160,100,95,65,100,76,147,90,60,70,97,314,0
32258,319,158,84,71,43,71,43,48,90,90,85,125,90,100,158,1
32259,57,41,35,80,50,50,70,120,70,45,48,60,65,35,57,0
32260,648,171,80,100,70,60,70,95,58,64,58,80,65,80,648,0
32261,53,64,60,95,80,60,80,30,55,70,45,70,50,60,64,1
32262,84,793,50,85,55,65,65,90,126,131,95,131,98,99,793,1
32263,645,416,51,65,65,80,75,59,80,50,100,100,200,50,645,0
32264,642,27,62,44,50,44,50,55,40,60,30,31,31,70,27,1
32265,135,324,65,83,57,95,85,105,30,45,135,45,90,30,135,0
32266,182,507,40,60,40,40,40,30,49,49,56,49,61,66,507,1
32267,766,737,62,55,52,109,94,109,86,68,72,109,66,106,766,0
32268,312,369,60,60,60,35,35,30,73,100,60,100,60,65,369,1
32269,699,627,85,60,65,135,105,100,74,108,133,83,65,32,627,1
32270,242,637,35,65,35,65,35,65,60,45,70,75,85,55,242,0
32271,453,223,60,70,65,125,105,90,65,75,105,35,65,85,453,0
32272,18,264,45,25,50,25,25,35,115,115,85,90,75,100,264,1
32273,102,292,60,65,60,130,75,110,50,35,55,25,25,15,102,0
32274,477,323,65,136,94,54,96,135,50,20,40,20,40,20,477,0
32275,399,173,70,40,50,55,50,25,50,65,64,44,48,43,173,1
32276,712,281,125,170,100,120,90,95,50,70,50,50,50,40,712,0
32277,109,540,40,30,50,55,55,100,75,125,70,125,70,115,540,1
32278,354,113,70,100,70,105,75,40,50,50,95,40,50,35,354,0
32279,343,491,65,73,55,47,75,85,50,92,108,92,108,35,343,0
32280,357,388,60,25,35,70,80,60,64,165,75,93,83,75,388,1
32281,36,666,70,62,67,55,55,56,85,115,80,105,80,50,36,0
32282,168,561,60,62,80,63,80,60,55,55,45,63,45,45,168,0
32283,258,218,45,30,15,85,65,65,190,33,58,33,58,33,258,0
32284,680,209,109,66,84,81,99,32,65,65,45,75,45,95,209,1
32285,116,170,50,105,79,35,110,76,39,52,43,60,50,65,116,0
32286,539,729,80,105,105,105,105,80,85,56,77,50,77,78,539,0
32287,643,238,75,87,63,87,63,98,50,50,120,80,80,30,643,0
32288,384,356,70,70,70,70,70,70,70,85,140,85,70,20,384,0
32289,253,614,85,80,90,105,95,60,95,117,80,65,70,92,614,1
32290,588,271,67,57,55,77,55,114,106,130,90,110,154,90,588,0
32291,326,350,70,65,65,55,55,70,70,140,70,110,65,105,350,1
32292,239,131,50,50,40,30,30,50,60,75,85,100,85,115,131,1
32293,67,749,65,65,65,50,50,90,45,80,100,35,37,28,749,1
32294,665,708,65,85,70,75,70,40,100,150,120,120,100,90,708,1
32295,53,598,60,95,80,60,80,30,105,95,75,85,75,74,598,1
32296,665,486,65,85,70,75,70,40,67,89,116,79,116,33,665,0
32297,472,460,75,100,66,60,66,115,60,79,105,59,85,36,472,0
32298,173,391,50,65,64,44,48,43,99,68,83,72,87,51,391,1
32299,404,167,55,84,105,114,75,52,45,49,65,49,65,45,404,0
32300,497,454,40,70,40,35,40,60,67,125,40,30,30,58,497,0
32301,158,226,90,90,85,125,90,100,60,80,50,40,40,30,158,0
32302,735,65,80,52,50,90,50,89,90,110,80,100,80,95,65,1
32303,294,417,40,30,30,40,50,30,80,75,150,75,150,50,417,1
32304,698,243,55,85,55,50,55,60,75,105,75,105,75,45,698,0
32305,568,651,85,110,90,45,90,80,70,135,105,60,105,20,568,0
32306,720,261,61,78,95,56,58,57,95,80,105,40,70,100,261,1
32307,677,724,70,50,30,95,135,105,75,69,72,114,100,104,677,0
32308,146,739,130,65,60,110,95,65,54,45,47,75,98,52,146,0
32309,626,19,54,78,103,53,45,22,65,90,40,45,80,75,19,1
32310,315,82,31,45,90,30,30,40,55,95,115,45,45,35,315,0
32311,135,685,65,83,57,95,85,105,89,124,80,55,80,55,685,1
32312,204,550,55,45,50,45,65,80,70,90,90,135,90,125,550,1
32313,272,442,100,100,100,100,100,100,40,55,30,30,30,60,272,0
32314,772,502,78,92,75,74,63,118,40,50,90,30,55,65,772,0
32315,215,57,95,75,80,100,110,30,35,80,50,50,70,120,215,0
32316,198,188,75,80,95,90,100,50,50,25,28,45,55,15,198,0
32317,314,766,150,160,100,95,65,100,62,55,52,109,94,109,766,1
32318,316,687,61,90,45,50,50,160,65,125,100,60,70,70,316,0
32319,99,506,50,95,180,85,45,70,74,100,72,90,72,46,99,0
32320,287,275,38,30,41,30,41,60,70,85,65,105,85,120,275,1
32321,458,766,40,29,45,29,45,36,62,55,52,109,94,109,766,1
32322,628,113,55,112,45,74,45,70,50,50,95,40,50,35,628,0
32323,684,69,59,74,50,35,50,35,25,20,15,105,55,90,69,1
32324,279,429,80,120,70,110,70,80,50,150,50,150,50,150,429,1
32325,85,456,65,100,70,80,80,105,30,42,118,42,88,30,85,0
32326,620,698,70,95,125,65,75,45,55,85,55,50,55,60,698,1
32327,728,194,38,36,38,32,36,57,55,40,40,65,45,35,728,0
32328,49,447,45,50,55,75,65,30,37,25,41,25,41,25,49,0
32329,89,84,25,35,70,95,55,45,50,85,55,65,65,90,84,1
32330,701,105,91,129,90,72,90,108,60,48,45,43,90,42,701,0
32331,384,140,70,70,70,70,70,70,20,10,55,15,20,80,140,1
32332,538,358,75,75,130,75,130,95,80,45,65,90,110,80,538,0
32333,772,753,78,92,75,74,63,118,78,52,60,63,65,23,772,0
32334,10,145,44,48,65,50,64,43,55,55,50,45,65,55,145,1
32335,592,394,103,60,126,80,126,50,65,150,60,115,60,115,394,1
32336,438,687,76,104,71,104,71,108,65,125,100,60,70,70,438,0
32337,379,676,86,81,97,81,107,43,95,110,80,70,80,50,676,1
32338,320,304,104,91,63,91,73,68,28,25,25,45,35,40,320,0
32339,481,302,71,82,64,64,59,112,40,30,30,55,30,85,481,0
32340,647,673,60,60,50,40,50,75,66,117,70,40,50,67,647,0
32341,720,431,61,78,95,56,58,57,50,70,160,70,160,90,431,1
32342,694,444,58,109,112,48,48,109,85,120,70,50,60,100,694,0
32343,757,577,53,54,53,37,46,45,76,25,45,67,55,24,757,0
32344,760,401,72,105,115,54,86,68,110,80,90,95,90,65,760,0
32345,375,780,63,120,85,90,55,55,85,110,76,65,82,56,780,1
32346,347,533,100,73,83,73,83,55,50,65,107,105,107,86,533,1
32347,262,115,255,10,10,75,135,55,50,120,53,35,110,87,115,1
32348,304,752,28,25,25,45,35,40,60,50,150,50,150,60,752,1
32349,252,313,90,120,120,60,60,50,80,80,80,55,55,90,313,1
32350,197,720,90,95,105,165,110,45,61,78,95,56,58,57,720,1
32351,369,483,73,100,60,100,60,65,63,63,47,41,41,74,483,1
32352,634,661,55,50,40,40,40,75,40,55,70,45,60,30,634,0
32353,500,694,68,72,78,38,42,32,58,109,112,48,48,109,694,1
32354,329,680,50,85,85,55,55,50,109,66,84,81,99,32,329,0
32355,198,540,75,80,95,90,100,50,75,125,70,125,70,115,540,1
32356,600,157,75,125,75,30,75,85,90,85,100,95,125,85,157,1
32357,81,182,40,80,100,30,30,20,40,60,40,40,40,30,182,1
32358,647,523,60,60,50,40,50,75,65,60,110,130,95,65,647,0
32359,402,732,35,64,85,74,55,32,78,81,71,74,69,126,732,1
32360,181,725,55,35,50,55,110,85,41,56,40,62,44,71,181,0
32361,467,313,85,105,55,85,50,115,80,80,80,55,55,90,467,0
32362,342,361,60,40,50,75,85,95,50,70,50,50,50,70,361,1
32363,346,499,70,43,53,43,53,40,70,145,88,140,70,112,499,1
32364,559,116,90,93,55,70,55,55,50,105,79,35,110,76,116,1
32365,37,361,90,92,87,75,85,76,50,70,50,50,50,70,37,0
32366,739,621,54,45,47,75,98,52,50,75,70,35,70,48,739,0
32367,117,515,90,55,75,60,75,30,110,85,95,80,95,50,515,1
32368,350,676,70,140,70,110,65,105,95,110,80,70,80,50,350,0
32369,474,770,150,80,44,90,54,80,123,77,72,99,92,58,474,0
32370,396,215,50,50,50,50,50,50,95,75,80,100,110,30,396,0
32371,677,59,70,50,30,95,135,105,65,70,60,65,65,115,59,1
32372,214,326,60,85,42,85,42,91,70,65,65,55,55,70,214,0
32373,275,353,70,85,65,105,85,120,60,60,40,65,45,35,275,0
32374,142,528,95,155,109,70,130,81,68,165,95,65,115,110,528,1
32375,682,470,65,125,60,95,60,105,76,48,48,57,62,34,682,0
32376,413,217,80,135,130,95,90,70,48,72,48,72,48,48,413,0
32377,172,204,78,84,78,109,85,100,55,45,50,45,65,80,172,0
32378,727,570,72,95,67,103,71,122,64,88,50,88,50,106,727,0
32379,622,552,65,90,115,45,115,58,100,103,75,120,75,127,552,1
32380,492,8,58,70,45,40,45,42,78,130,111,130,85,100,8,1
32381,334,776,70,140,230,60,80,50,68,75,53,83,113,60,776,1
32382,281,49,50,70,50,50,50,40,45,50,55,75,65,30,281,0
32383,523,475,65,60,110,130,95,65,55,66,44,44,56,85,475,1
32384,719,536,56,61,65,48,45,38,50,65,107,105,107,86,536,1
32385,688,355,95,110,95,40,95,55,70,120,100,145,105,20,688,0
32386,1,643,45,49,49,65,65,45,75,87,63,87,63,98,643,1
32387,415,80,80,100,200,50,100,50,80,70,65,80,120,100,80,1
